CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate
ALLIANCE FOR BETTER CARE LIMITED,09329846,,,99 STATION ROAD,,REDHILL,,,RH1 1EB,Private Limited Company,Active,United Kingdom,NA,27/11/2014,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,12/07/2017,14/06/2016,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/09329846,,,,,,,,,,,,,,,,,,,,,07/06/2020,24/05/2019
BJC MANAGEMENT SERVICES LIMITED,06370663,,,THE OAKS,WORTHEN,SHREWSBURY,,,SY5 9HT,Private Limited Company,Active,United Kingdom,NA,13/09/2007,30,9,30/06/2020,30/09/2018,DORMANT,11/10/2016,13/09/2015,0,0,0,0,69202 - Bookkeeping activities,,,,0,0,http://business.data.gov.uk/id/company/06370663,,,,,,,,,,,,,,,,,,,,,20/06/2020,06/06/2019
HUGO CONSULTANCY LTD,08586471,,,UNIT 4 VISTA PLACE,COY POND BUSINESS PK INGWORTH ROAD,POOLE,DORSET,,BH12 1JY,Private Limited Company,Active,United Kingdom,NA,26/06/2013,13,5,13/02/2021,13/05/2019,,24/07/2017,26/06/2016,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08586471,,,,,,,,,,,,,,,,,,,,,10/07/2020,26/06/2019
PORTLAND CAPITAL RE LLP,OC419580,,,46 BERWICK STREET,,LONDON,,UNITED KINGDOM,W1F 8SG,Limited Liability Partnership,Active,United Kingdom,NA,20/10/2017,31,10,31/07/2020,31/10/2018,TOTAL EXEMPTION FULL,17/11/2018,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC419580,08/11/2017,ROMFORD SEEDBED LLP,,,,,,,,,,,,,,,,,,,02/11/2020,19/10/2019
MBS PROPERTY CONSULTANTS LTD,09089379,,,91A BRONDESBURY VILLAS,,LONDON,,,NW6 6AG,Private Limited Company,Active,United Kingdom,NA,17/06/2014,30,6,31/03/2021,30/06/2019,TOTAL EXEMPTION FULL,20/08/2016,23/07/2015,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/09089379,,,,,,,,,,,,,,,,,,,,,06/08/2020,23/07/2019
A N AGAR HOLDINGS LIMITED,12573581,,,6 MARSH PARADE,,NEWCASTLE,,ENGLAND,ST5 1DU,Private Limited Company,Active,United Kingdom,NA,27/04/2020,30,4,27/01/2022,,NO ACCOUNTS FILED,25/05/2021,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12573581,,,,,,,,,,,,,,,,,,,,,10/05/2021,
CAMPERS CARAVANS LIMITED,09290949,,,MANOR HOUSE BARN,RUNSHAW HALL LANE,EUXTON,,,PR7 6HH,Private Limited Company,Active,United Kingdom,NA,31/10/2014,29,8,29/05/2020,31/08/2018,TOTAL EXEMPTION FULL,28/11/2016,31/10/2015,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09290949,31/07/2015,CAVAK LIMITED,,,,,,,,,,,,,,,,,,,14/11/2020,31/10/2019
VENN & SONS LTD,04595714,,,31 SUN HILL CRESCENT,ALRESFORD,HANTS,,,SO24 9NJ,Private Limited Company,Active,United Kingdom,NA,20/11/2002,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,16/01/2017,19/12/2015,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/04595714,,,,,,,,,,,,,,,,,,,,,01/01/2021,18/12/2019
NO LIMITS PAINTBALL & LASER LIMITED,09089836,,,UNIT 4 FORMER MARTEL WAREHOUSE PREMISES,REAR KING STREET,GATESHEAD,TYNE AND WEAR,,NE8 2YP,Private Limited Company,Active,United Kingdom,NA,17/06/2014,30,6,30/06/2020,30/06/2018,TOTAL EXEMPTION FULL,15/07/2017,17/06/2016,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/09089836,,,,,,,,,,,,,,,,,,,,,07/06/2020,24/05/2019
AA FASHION ONLINE LIMITED,11255868,,,PARK HOUSE 200,DRAKE STREET,ROCHDALE,LANCASHIRE,UNITED KINGDOM,OL16 1PJ,Private Limited Company,Active,United Kingdom,NA,14/03/2018,31,3,31/12/2020,31/03/2019,DORMANT,11/04/2019,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/11255868,,,,,,,,,,,,,,,,,,,,,27/03/2021,13/03/2020
9TH LEGION LIMITED,12308993,,,22 FAIRFIELD ROAD,YIEWSLEY,WEST DRAYTON,,UNITED KINGDOM,UB7 8EX,Private Limited Company,Active,United Kingdom,NA,11/11/2019,30,11,11/08/2021,,NO ACCOUNTS FILED,09/12/2020,,0,0,0,0,47190 - Other retail sale in non-specialised stores,80100 - Private security activities,81210 - General cleaning of buildings,,0,0,http://business.data.gov.uk/id/company/12308993,,,,,,,,,,,,,,,,,,,,,24/11/2020,
AVON COTTAGE LTD,SC659172,,,AVON COTTAGE 4 COMMERCIAL STREET,PORT WILLIAM,NEWTON STEWART,,SCOTLAND,DG8 9SJ,Private Limited Company,Active,United Kingdom,NA,14/04/2020,30,4,14/01/2022,,NO ACCOUNTS FILED,12/05/2021,,0,0,0,0,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id/company/SC659172,,,,,,,,,,,,,,,,,,,,,27/04/2021,
GIFTS AND PHONE CASES LIMITED,12401122,,,447 KENTON ROAD,,HARROW,,ENGLAND,HA3 0XY,Private Limited Company,Active,United Kingdom,NA,13/01/2020,31,1,13/10/2021,,NO ACCOUNTS FILED,10/02/2021,,0,0,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/12401122,,,,,,,,,,,,,,,,,,,,,26/01/2021,
BROTHERS DELI LTD,10235675,,,ASTON ACCOUNTANTS,307 WEXHAM ROAD,SLOUGH,,ENGLAND,SL2 5QY,Private Limited Company,Active,United Kingdom,NA,16/06/2016,29,6,29/03/2021,29/06/2019,,14/07/2017,,0,0,0,0,56210 - Event catering activities,,,,0,0,http://business.data.gov.uk/id/company/10235675,,,,,,,,,,,,,,,,,,,,,29/06/2020,15/06/2019
R & M ENTERPRISES LIMITED,09528044,,,37 THE CHASE,BOREHAM,CHELMSFORD,,ENGLAND,CM3 3DF,Private Limited Company,Active,United Kingdom,NA,07/04/2015,30,4,31/01/2021,30/04/2019,DORMANT,05/05/2017,07/04/2016,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/09528044,,,,,,,,,,,,,,,,,,,,,21/04/2021,07/04/2020
MANDALE COURIERS LTD,11066564,,,43 LISMORE GARDENS,THORNABY,STOCKTON-ON-TEES,,UNITED KINGDOM,TS17 8GP,Private Limited Company,Active,United Kingdom,NA,16/11/2017,29,11,29/08/2020,30/11/2018,TOTAL EXEMPTION FULL,14/12/2018,,0,0,0,0,53202 - Unlicensed carrier,,,,0,0,http://business.data.gov.uk/id/company/11066564,,,,,,,,,,,,,,,,,,,,,29/11/2020,15/11/2019
AEGIS FINANCIAL PLANNING LIMITED,08946610,,,"RIFT HOUSE 200 EUREKA PARK, UPPER PEMBERTON",KENNINGTON,ASHFORD,KENT,ENGLAND,TN25 4AZ,Private Limited Company,Active,United Kingdom,NA,19/03/2014,30,3,30/12/2020,31/03/2019,,11/02/2017,14/01/2016,0,0,0,0,66190 - Activities auxiliary to financial intermediation n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08946610,,,,,,,,,,,,,,,,,,,,,16/06/2020,02/06/2019
REDCASTLE CLASSICS LIMITED,04700333,,,THE PAVILLION,EASTGATE,COWBRIDGE,,,CF71 7AB,Private Limited Company,Active,United Kingdom,NA,18/03/2003,31,3,31/12/2020,31/03/2019,,15/04/2017,18/03/2016,1,1,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/04700333,03/02/2009,BRIAN GUNNEY MOTOR RESTORATIONS LIMITED,,,,,,,,,,,,,,,,,,,01/04/2021,18/03/2020
ASHWOOD FREEHOLD LIMITED,10453426,,,3 ASHWOOD MANSIONS,255 AMERSHAM ROAD,HAZLEMERE,HIGH WYCOMBE,UNITED KINGDOM,HP15 7AX,Private Limited Company,Active,United Kingdom,NA,31/10/2016,10,12,10/09/2020,10/12/2018,,28/11/2017,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/10453426,,,,,,,,,,,,,,,,,,,,,13/11/2020,30/10/2019
HARTLEPOOL RENAISSANCE LIMITED,02389054,MOORFIELDS,,88 WOOD STREET,,LONDON,,,EC2V 7QF,Private Limited Company,Liquidation,United Kingdom,NA,25/05/1989,31,3,31/12/2016,31/03/2015,SMALL,28/04/2017,31/03/2016,30,11,0,19,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/02389054,,,,,,,,,,,,,,,,,,,,,14/04/2017,
ASSURED MORTGAGES LIMITED,12244277,,,SUITE 2.8,ALEXANDRA ROAD,FARNBOROUGH,,ENGLAND,GU14 6DQ,Private Limited Company,Active,United Kingdom,NA,04/10/2019,31,10,04/07/2021,,NO ACCOUNTS FILED,01/11/2020,,0,0,0,0,64922 - Activities of mortgage finance companies,,,,0,0,http://business.data.gov.uk/id/company/12244277,,,,,,,,,,,,,,,,,,,,,17/10/2020,
E ALPHA LIMITED,06894871,,,16 BEAUFORT COURT ADMIRALS WAY DOCKLANDS,CANARY WHARF,LONDON,,,E14 9XL,Private Limited Company,Active,United Kingdom,NA,05/05/2009,31,12,30/09/2020,31/12/2018,,28/05/2017,30/04/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06894871,23/10/2019,SELECT ANALYTIX LIMITED,11/02/2019,E ALPHA LIMITED,23/11/2009,EMI ALPHA LIMITED,,,,,,,,,,,,,,,14/05/2020,30/04/2019
QALIPSO GROUP LTD,12536032,,,27 MARKET PLACE,,LONDON,,UNITED KINGDOM,W1W 8AF,Private Limited Company,Active,United Kingdom,NA,26/03/2020,31,3,26/12/2021,,NO ACCOUNTS FILED,23/04/2021,,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/12536032,,,,,,,,,,,,,,,,,,,,,08/04/2021,
UP2SCRATCH LASER CLINIC LTD,10058051,,,64 NEW ROAD,,GRAVESEND,KENT,UNITED KINGDOM,DA11 0AE,Private Limited Company,Active,United Kingdom,NA,11/03/2016,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,08/04/2017,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/10058051,,,,,,,,,,,,,,,,,,,,,14/02/2021,31/01/2020
ACUVENT HOLDINGS LIMITED,SC592177,,,UNIT 14,CITY QUAY,DUNDEE,,UNITED KINGDOM,DD1 3JA,Private Limited Company,Active,United Kingdom,NA,22/03/2018,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,19/04/2019,,0,0,0,0,64202 - Activities of production holding companies,,,,0,0,http://business.data.gov.uk/id/company/SC592177,,,,,,,,,,,,,,,,,,,,,18/04/2021,04/04/2020
FURNESS PROPERTY SOLUTIONS LIMITED,08860440,,,8 HACKWORTH INDUSTRIAL PARK,,SHILDON,,ENGLAND,DL4 1HF,Private Limited Company,Active,United Kingdom,NA,24/01/2014,31,1,31/10/2020,31/01/2019,TOTAL EXEMPTION FULL,21/02/2017,24/01/2016,1,1,0,0,35110 - Production of electricity,,,,0,0,http://business.data.gov.uk/id/company/08860440,,,,,,,,,,,,,,,,,,,,,07/02/2021,24/01/2020
DOR YESHORIM,10829017,,,2ND FLOOR - PARKGATES BURY NEW ROAD,PRESTWICH,MANCHESTER,,ENGLAND,M25 0TL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,NA,21/06/2017,30,6,31/03/2021,30/06/2019,TOTAL EXEMPTION FULL,19/07/2018,,0,0,0,0,94990 - Activities of other membership organizations n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10829017,,,,,,,,,,,,,,,,,,,,,04/07/2020,20/06/2019
PDM GROUNDWORKS AND CONSTRUCTION LIMITED,09869762,,,2 ROCKLAND DRIVE,,NORWICH,,UNITED KINGDOM,NR7 0BL,Private Limited Company,Active,United Kingdom,NA,12/11/2015,30,11,31/08/2020,30/11/2018,TOTAL EXEMPTION FULL,10/12/2016,,0,0,0,0,43120 - Site preparation,,,,0,0,http://business.data.gov.uk/id/company/09869762,,,,,,,,,,,,,,,,,,,,,25/11/2020,11/11/2019
CURRIE ENGINEERING (GARVAGH) LIMITED,NI602957,,,43 GROVE ROAD,GARVAGH,COLERAINE,LONDONDERRY,,BT51 5NY,Private Limited Company,Active,United Kingdom,NA,27/04/2010,31,3,31/12/2020,31/03/2019,UNAUDITED ABRIDGED,25/05/2017,27/04/2016,0,0,0,0,25620 - Machining,,,,0,0,http://business.data.gov.uk/id/company/NI602957,,,,,,,,,,,,,,,,,,,,,22/06/2020,08/06/2019
COOKIE JAR ENTERTAINMENT HOLDINGS UK LTD,06187009,,,1 QUEEN CAROLINE STREET,2ND FLOOR,LONDON,,ENGLAND,W6 9YD,Private Limited Company,Active,United Kingdom,NA,27/03/2007,30,6,31/03/2021,30/06/2019,UNAUDITED ABRIDGED,28/05/2017,30/04/2016,5,1,0,4,70100 - Activities of head offices,,,,0,0,http://business.data.gov.uk/id/company/06187009,16/06/2009,DIC ENTERTAINMENT HOLDINGS UK LIMITED,,,,,,,,,,,,,,,,,,,19/06/2020,05/06/2019
MOUNTAIN TYRES LIMITED,04459331,,,FFYNONAU DUON FARM,PENTWYN,BARGOED,MID GLAMORGAN,,CF81 9NR,Private Limited Company,Active,United Kingdom,NA,12/06/2002,30,6,31/03/2021,30/06/2019,,10/07/2017,12/06/2016,0,0,0,0,22110 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,,,,0,0,http://business.data.gov.uk/id/company/04459331,09/06/2011,B L LAND HOLDINGS LIMITED,,,,,,,,,,,,,,,,,,,26/06/2020,12/06/2019
RED NUMBER 5 LTD,07944267,,,JUBILEE HOUSE,EAST BEACH,LYTHAM ST.ANNES,LANCASHIRE,UNITED KINGDOM,FY8 5FT,Private Limited Company,Active,United Kingdom,NA,09/02/2012,29,2,30/11/2020,28/02/2019,,09/03/2017,09/02/2016,0,0,0,0,71121 - Engineering design activities for industrial process and production,,,,0,0,http://business.data.gov.uk/id/company/07944267,,,,,,,,,,,,,,,,,,,,,23/02/2021,09/02/2020
WITTUL LTD.,11314823,,,2 LITTLESTONE HOUSE MARINE PARADE,LITTLESTONE,NEW ROMNEY,KENT,UNITED KINGDOM,TN28 8QJ,Private Limited Company,Active,United Kingdom,NA,17/04/2018,30,4,31/01/2021,30/04/2019,,15/05/2019,,0,0,0,0,63990 - Other information service activities n.e.c.,78109 - Other activities of employment placement agencies,78300 - Human resources provision and management of human resources functions,,0,0,http://business.data.gov.uk/id/company/11314823,,,,,,,,,,,,,,,,,,,,,11/05/2020,27/04/2019
LEAD ACCOUNTANTS LIMITED,NI641891,,,"3RD FLOOR, ARNOTT HOUSE",12-16 BRIDGE STREET,BELFAST,,NORTHERN IRELAND,BT1 1LU,Private Limited Company,Active,United Kingdom,NA,02/11/2016,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,30/11/2017,,0,0,0,0,82110 - Combined office administrative service activities,,,,0,0,http://business.data.gov.uk/id/company/NI641891,,,,,,,,,,,,,,,,,,,,,02/12/2020,18/11/2019
G & L EQUIPMENT LIMITED,07791237,,,4 QUEENSWAY COURT,TEAM VALLEY TRADING ESTATE,GATESHEAD,TYNE & WEAR,,NE11 0NX,Private Limited Company,Active,United Kingdom,NA,29/09/2011,30,9,30/06/2020,30/09/2018,,27/10/2016,29/09/2015,0,0,0,0,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/07791237,,,,,,,,,,,,,,,,,,,,,13/10/2020,29/09/2019
MULRANEY CONSULTING LTD.,10330047,,,3 WATERS REACH,HEMPSTED,GLOUCESTER,,UNITED KINGDOM,GL2 5GN,Private Limited Company,Active,United Kingdom,NA,15/08/2016,31,8,31/05/2021,31/08/2019,,12/09/2017,,0,0,0,0,42990 - Construction of other civil engineering projects n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10330047,,,,,,,,,,,,,,,,,,,,,28/08/2020,14/08/2019
NEW RIVER OSTEOPATHS LIMITED,06845576,,,"2ND FLOOR, 17",SHORT'S GARDENS,LONDON,,UNITED KINGDOM,WC2H 9AT,Private Limited Company,Active,United Kingdom,NA,12/03/2009,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,09/04/2017,12/03/2016,0,0,0,0,96040 - Physical well-being activities,,,,0,0,http://business.data.gov.uk/id/company/06845576,,,,,,,,,,,,,,,,,,,,,22/03/2021,08/03/2020
WHITESPACE SOFTWARE LIMITED,02020348,,,30/31 COWCROSS STREET,,LONDON,,,EC1M 6DQ,Private Limited Company,Active,United Kingdom,NA,16/05/1986,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,10/05/2017,12/04/2016,1,1,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/02020348,,,,,,,,,,,,,,,,,,,,,26/04/2020,12/04/2019
INNOZIFY LTD,12044034,,,KING ARTHURS COURT MAIDSTONE ROAD,CHARING,ASHFORD,KENT,ENGLAND,TN27 0JS,Private Limited Company,Active,United Kingdom,NA,11/06/2019,30,6,11/03/2021,,NO ACCOUNTS FILED,09/07/2020,,0,0,0,0,62011 - Ready-made interactive leisure and entertainment software development,62012 - Business and domestic software development,62020 - Information technology consultancy activities,70229 - Management consultancy activities other than financial management,0,0,http://business.data.gov.uk/id/company/12044034,,,,,,,,,,,,,,,,,,,,,08/04/2021,25/03/2020
SWISHLINE ROOFING & BUILDING LTD,10132888,,,DUTTON BARN FARM LUTTERWORTH ROAD,COSBY,LEICESTER,,UNITED KINGDOM,LE9 1RH,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,19/04/2016,30,4,31/01/2019,30/04/2017,,17/05/2017,,0,0,0,0,43390 - Other building completion and finishing,43910 - Roofing activities,,,0,0,http://business.data.gov.uk/id/company/10132888,,,,,,,,,,,,,,,,,,,,,02/05/2019,18/04/2018
ORDERNOW LIMITED,12046921,,,2 TENISON AVENUE,,CAMBRIDGE,,UNITED KINGDOM,CB1 2DY,Private Limited Company,Active,United Kingdom,NA,12/06/2019,30,6,12/03/2021,,NO ACCOUNTS FILED,10/07/2020,,0,0,0,0,62012 - Business and domestic software development,,,,0,0,http://business.data.gov.uk/id/company/12046921,,,,,,,,,,,,,,,,,,,,,25/06/2020,
GEOFF BELL (CARLISLE) LIMITED,03105292,,,FAIRVIEW HOUSE,VICTORIA PLACE,CARLISLE,CUMBRIA,,CA1 1HP,Private Limited Company,Active,United Kingdom,NA,22/09/1995,31,5,28/02/2021,31/05/2019,,07/10/2016,09/09/2015,1,1,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/03105292,,,,,,,,,,,,,,,,,,,,,23/09/2020,09/09/2019
EVIS NDT LIMITED LTD,12298263,,,3 ST. PETERS DRIVE,,HYDE,,ENGLAND,SK14 2SR,Private Limited Company,Active,United Kingdom,NA,05/11/2019,30,11,05/08/2021,,NO ACCOUNTS FILED,03/12/2020,,0,0,0,0,20530 - Manufacture of essential oils,,,,0,0,http://business.data.gov.uk/id/company/12298263,,,,,,,,,,,,,,,,,,,,,18/11/2020,
CHELTENHAM TOOL COMPANY LIMITED,04765917,,,UNIT 1 HARWOOD LODGE,SWINDON ROAD,CHELTENHAM,GLOUCESTERSHIRE,,GL51 9NB,Private Limited Company,Active,United Kingdom,NA,15/05/2003,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,12/06/2017,15/05/2016,0,0,0,0,25990 - Manufacture of other fabricated metal products n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/04765917,22/07/2003,TOTALBUTTON LIMITED,,,,,,,,,,,,,,,,,,,29/05/2020,15/05/2019
HERMIONE LTD,07417133,,,55 BRADNEY,ORTON GOLDHAY,PETERBOROUGH,CAMBS,,PE2 5QG,Private Limited Company,Active,United Kingdom,NA,25/10/2010,31,10,31/07/2020,31/10/2018,DORMANT,22/11/2016,25/10/2015,1,0,0,1,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/07417133,,,,,,,,,,,,,,,,,,,,,20/10/2020,06/10/2019
SAC TRADING LTD,08200673,,,"C/O ANDERSON BROOKES INSOLVENCY PRACTITIONERS LTD 4TH FLOOR, CHURCHGATE HOUSE",30 CHURCHGATE,BOLTON,LANCASHIRE,,BL1 1HL,Private Limited Company,Liquidation,United Kingdom,NA,04/09/2012,27,9,27/06/2019,30/09/2017,TOTAL EXEMPTION FULL,02/10/2016,04/09/2015,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/08200673,,,,,,,,,,,,,,,,,,,,,18/09/2019,04/09/2018
CODFATHER (BURY ST EDMUNDS) LIMITED,10148920,HURKAN SAYMAN & CO,,291 GREEN LANES,,LONDON,,UNITED KINGDOM,N13 4XS,Private Limited Company,Active,United Kingdom,NA,27/04/2016,30,4,31/01/2021,30/04/2019,,25/05/2017,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/10148920,,,,,,,,,,,,,,,,,,,,,10/05/2020,26/04/2019
NORTHSTAR HOUSING LTD,12048597,,,489 BROOK LANE,,BIRMINGHAM,W MIDLANDS,ENGLAND,B13 0BU,Private Limited Company,Active,United Kingdom,NA,13/06/2019,30,6,13/03/2021,,NO ACCOUNTS FILED,11/07/2020,,0,0,0,0,68201 - Renting and operating of Housing Association real estate,,,,0,0,http://business.data.gov.uk/id/company/12048597,,,,,,,,,,,,,,,,,,,,,26/06/2020,
NATURAL MEDICINE LIMITED,11853959,,,62 RONELEAN ROAD,,SURBITON,,UNITED KINGDOM,KT6 7LL,Private Limited Company,Active,United Kingdom,NA,01/03/2019,31,3,01/12/2020,,NO ACCOUNTS FILED,29/03/2020,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/11853959,,,,,,,,,,,,,,,,,,,,,14/03/2021,29/02/2020
OWNFONE LIMITED,08802990,,,4 MOUNT EPHRAIM ROAD,,TUNBRIDGE WELLS,KENT,,TN1 1EE,Private Limited Company,Liquidation,United Kingdom,NA,05/12/2013,31,12,30/09/2018,31/12/2016,TOTAL EXEMPTION FULL,02/01/2017,05/12/2015,1,0,0,1,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id/company/08802990,,,,,,,,,,,,,,,,,,,,,19/12/2017,05/12/2016
URS EUROPE LIMITED,03678568,,,ALDGATE TOWER,2 LEMAN STREET,LONDON,,UNITED KINGDOM,E1 8FA,Private Limited Company,Active,United Kingdom,NA,03/12/1998,30,9,30/06/2021,27/09/2019,FULL,31/12/2016,03/12/2015,0,0,0,0,70100 - Activities of head offices,,,,0,0,http://business.data.gov.uk/id/company/03678568,10/08/2000,URS THORBURN COLQUHOUN LIMITED,,,,,,,,,,,,,,,,,,,17/12/2020,03/12/2019
MERLAND RISE CHURCH,CE020584,,,,,,,,,Charitable Incorporated Organisation,Active,United Kingdom,NA,06/02/2020,NA,NA,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/CE020584,,,,,,,,,,,,,,,,,,,,,,
KULLASOFT LTD,10005231,,,17 GARDNOR MANSIONS CHURCH ROW,HAMPSTEAD,LONDON,,ENGLAND,NW3 6UR,Private Limited Company,Active,United Kingdom,NA,15/02/2016,31,3,31/12/2020,31/03/2019,,15/03/2017,,0,0,0,0,62012 - Business and domestic software development,,,,0,0,http://business.data.gov.uk/id/company/10005231,,,,,,,,,,,,,,,,,,,,,01/03/2021,15/02/2020
GARY WORSFOLD ARCHITECTURE LIMITED,07543601,,,37 COMMERCIAL ROAD,,POOLE,DORSET,,BH14 0HU,Private Limited Company,Active,United Kingdom,NA,25/02/2011,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,25/03/2017,25/02/2016,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id/company/07543601,,,,,,,,,,,,,,,,,,,,,11/03/2021,25/02/2020
STON FIRE PROTECTION LIMITED,11518015,,,79 BEAMBRIDGE COURT,,BASILDON,ESSEX,UNITED KINGDOM,SS13 3NG,Private Limited Company,Active,United Kingdom,NA,15/08/2018,31,8,15/05/2020,,NO ACCOUNTS FILED,12/09/2019,,0,0,0,0,84240 - Public order and safety activities,,,,0,0,http://business.data.gov.uk/id/company/11518015,,,,,,,,,,,,,,,,,,,,,28/08/2020,14/08/2019
BEDMOND HILL (NURSERY) LIMITED,03740380,,,BEDMOND HILL HOUSE,"BEDMOND ROAD, PIMLICO",HEMEL HEMPSTEAD,HERTFORDSHIRE,,HP3 8SF,Private Limited Company,Active,United Kingdom,NA,24/03/1999,31,3,31/12/2020,31/03/2019,,21/04/2017,24/03/2016,0,0,0,0,47290 - Other retail sale of food in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/03740380,,,,,,,,,,,,,,,,,,,,,07/04/2021,24/03/2020
PAJ LTD,12114435,,,60 BLOXWICH ROAD SOUTH,,WILLENHALL,WEST MIDLANDS,ENGLAND,WV13 1AX,Private Limited Company,Active,United Kingdom,NA,22/07/2019,31,7,22/04/2021,,NO ACCOUNTS FILED,19/08/2020,,0,0,0,0,64301 - Activities of investment trusts,,,,0,0,http://business.data.gov.uk/id/company/12114435,,,,,,,,,,,,,,,,,,,,,04/08/2020,
LP4 ENTERPRISES LIMITED,05134292,,,SUITE 7 WARLIES PARK HOUSE,HORSESHOE HILL,UPSHIRE,ESSEX,,EN9 3SL,Private Limited Company,Active,United Kingdom,NA,21/05/2004,31,5,28/02/2021,31/05/2019,TOTAL EXEMPTION FULL,18/06/2017,21/05/2016,4,4,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/05134292,,,,,,,,,,,,,,,,,,,,,07/06/2020,24/05/2019
